BALANCE_TYPE_NAME,BT_ID,SOURCE_CNT,SOURCE_VAL,DISCARDED_CNT,DISCARDED_VAL,BT-CONDITION,CONDITIONAL_SOURCE_CNT,CONDITIONAL_SOURCE_VAL,CONDITIONAL_DISCARDED_CNT,CONDITIONAL_DISCARDED_VAL,TRACK_EXTRA,DISCARDED_REMARK,BT_UNIT_TYPE,SOURCE_NEGATIVE_BALANCE,DISCARDED_NEGATIVE_BALANCE
_pc_PC_InternatWeekly,1594,57,162,16,15,1594:or:7#8#9:::;,2,18,0,0,;91-2;,Periodic Charge is not active-16;,State,0,0
_pc_PC_InternatWeekly,1594,57,162,16,15,1594:or:3#4#5#6:::;,39,129,0,0,;91-2;,Periodic Charge is not active-16;,State,0,0
_pc_BCP40FLVR_PC,1554,1,6,1,6,1554:::::;,0,0,0,0,,Balance_Type lookup failed-1;,State,0,0
Roaming Email,1513,1,0,1,0,1513:::::;,1,0,1,0,,Balance_Type Ignored-1;,Cash,0,0
_pc_PC_InternatMonthly,1595,18,56,2,2,1595:or:7#8#9:::;,1,9,0,0,;91-1;,Periodic Charge is not active-2;,State,0,0
_pc_PC_InternatMonthly,1595,18,56,2,2,1595:or:3#4#5#6:::;,15,45,0,0,;91-1;,Periodic Charge is not active-2;,State,0,0
Roaming Email Plus,1514,1,0,1,0,1514:::::;,1,0,1,0,,Balance_Type Ignored-1;,Cash,0,0
_pc_BCP2NatTopUp1_PC,1555,5860,22995,2433,2433,1555:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-2433;,State,0,0
_pc_BCP2NatTopUp1_PC,1555,5860,22995,2433,2433,1555:or:3#4#5#6:::;,3427,20562,0,0,,Periodic Charge is not active-2433;,State,0,0
CreditFlexiCamp,1281,20745,2423662324,10855,0,1281:>=:1:::;,9890,2423662324,0,0,,Balance_Type match condition failed-10755;Balance_Type expired-100;,Cash,0,0
Roaming Bundle Status,1515,1,0,1,0,1515:::::;,1,0,1,0,,Balance_Type Ignored-1;,Units,0,0
_pc_BCP2NatTopUp2_PC,1556,16323,94133,762,767,1556:or:3#4#5#6:::;,15562,93372,1,6,,Periodic Charge is not active-761;Subscriber relation missing-1;,State,0,0
_pc_BCP2NatTopUp2_PC,1556,16323,94133,762,767,1556:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-761;Subscriber relation missing-1;,State,0,0
VGYDThreshold,1282,211,140353196,208,0,1282:>=:1:::;,3,140353196,0,0,,Balance_Type match condition failed-208;,Cash,0,0
NFCNOL_NationalMinute,1241,53,0,53,0,1241:>=:-99999999:::;,53,0,53,0,,Balance_Type match condition failed-53;,Time,0,0
_pc_RoamDataDailyA_PC,1200,22,66,15,24,1200:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-15;,State,0,0
_pc_RoamDataDailyA_PC,1200,22,66,15,24,1200:or:3#4#5#6:::;,7,42,0,0,,Periodic Charge is not active-15;,State,0,0
ProvNFCNOL,1242,12,2,10,0,1242:>=:1:::;,2,2,0,0,,Balance_Type match condition failed-10;,Units,0,0
_pc_BCP2NatTopUp3_PC,1557,166,911,17,17,1557:or:3#4#5#6:::;,149,894,0,0,,Periodic Charge is not active-17;,State,0,0
_pc_BCP2NatTopUp3_PC,1557,166,911,17,17,1557:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-17;,State,0,0
VGYDdata,1283,209,0,209,0,1283:::::;,209,-446564,209,-446564,,Balance_Type Ignored-209;,Cash,0,0
_pc_BCP2NatTopUp4_PC,1558,2,7,1,1,1558:or:3#4#5#6:::;,1,6,0,0,,Periodic Charge is not active-1;,State,0,0
_pc_BCP2NatTopUp4_PC,1558,2,7,1,1,1558:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-1;,State,0,0
VGYDStatus,1284,963,3,963,3,1284:::::;,963,3,963,3,,Balance_Type Ignored-963;,Units,0,0
_pc_NFCNOL_PC,1243,51,166,51,166,1243:or:3#4#5#6:::;,23,138,23,138,,Periodic Charge is not active-28;Balance_Type match condition failed-23;,State,0,0
_pc_RoamDataWeekly_PC,1202,158,555,95,177,1202:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-95;,State,0,0
_pc_RoamDataWeekly_PC,1202,158,555,95,177,1202:or:3#4#5#6:::;,63,378,0,0,,Periodic Charge is not active-95;,State,0,0
_pc_BCP2NatTopUp5_PC,1559,824,2209,547,547,1559:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-547;,State,0,0
_pc_BCP2NatTopUp5_PC,1559,824,2209,547,547,1559:or:3#4#5#6:::;,277,1662,0,0,,Periodic Charge is not active-547;,State,0,0
VGYDCTBlock,1285,379,0,379,0,1285:::::;,379,0,379,0,,Balance_Type Ignored-379;,Units,0,0
BCP2Flavour,1244,4517,4517,0,0,1244:>=:1:::;,4517,4517,0,0,,,Units,0,0
_pc_RoamDataMonthly_PC,1203,64,348,9,18,1203:or:3#4#5#6:::;,55,330,0,0,,Periodic Charge is not active-9;,State,0,0
_pc_RoamDataMonthly_PC,1203,64,348,9,18,1203:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-9;,State,0,0
_pc_VGYD_PC,1286,30261,30261,30261,30261,1286:::::;,0,0,0,0,,Balance_Type lookup failed-30261;,State,0,0
DVBVoice,1204,1056801,235149600,1039940,5620700,1204:>=:-99999999:::;,1056801,216894353,1039940,-12634547,;3001-110;,Service class Ignored-62;Lifecycle lookup mismatch-3;Balance_Type match condition failed-1039073;Balance_Type expired-796;Subscriber relation missing-6;,Time,0,0
CVMDATA,1287,8,0,8,0,1287:::::;,8,0,8,0,,Balance_Type Ignored-8;,Cash,0,0
DVBSMS,1205,1056792,84321,1039800,3676,1205:>=:-99999999:::;,1056792,16055327,1039800,3673,;3001-241;,Service class Ignored-62;Lifecycle lookup mismatch-3;Balance_Type match condition failed-1038934;Balance_Type expired-795;Subscriber relation missing-6;,Units,0,0
CVMUSAGE,1288,103,2268553720,4,0,1288:>=:1:::;,99,2268553720,0,0,,Balance_Type match condition failed-4;,Cash,0,0
_pc_BCP50FLVR_PC,1247,1882,6087,1882,6087,1247:::::;,0,0,0,0,,Balance_Type lookup failed-1882;,State,0,0
DVBdata,1206,1052316,6024635488,1035353,254679496,1206:>=:-99999999:::;,1052316,-2946039585,1035353,-8715995577,;3001-212;,Service class Ignored-62;Lifecycle lookup mismatch-3;Balance_Type match condition failed-1034328;Balance_Type expired-954;Subscriber relation missing-6;,Cash,-770156,0
CVMUD,1289,8,0,8,0,1289:::::;,8,0,8,0,,Balance_Type Ignored-8;,Units,0,0
_pc_BCP100FLVR_PC,1248,84,239,84,239,1248:::::;,0,0,0,0,,Balance_Type lookup failed-84;,State,0,0
_pc_DailyValueBndl_PC,1207,14269,85055,130,221,1207:or:3#4#5#6:::;,14158,84948,19,114,,Periodic Charge is not active-53;Service class Ignored-6;Balance_Type expired-71;,State,0,0
_pc_DailyValueBndl_PC,1207,14269,85055,130,221,1207:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-53;Service class Ignored-6;Balance_Type expired-71;,State,0,0
DVBGrace,1249,677961,29004,677961,29004,1249:::::;,677961,16716,677961,16716,,Balance_Type Ignored-677912;Service class Ignored-42;Lifecycle lookup mismatch-3;Subscriber relation missing-4;,Units,0,0
_pc_DVBReset_PC,1208,5884,22163,3262,6431,1208:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-3202;Balance_Type match condition failed-1;Balance_Type expired-59;,State,0,0
_pc_DVBReset_PC,1208,5884,22163,3262,6431,1208:or:3#4#5#6:::;,2626,15756,4,24,,Periodic Charge is not active-3202;Balance_Type match condition failed-1;Balance_Type expired-59;,State,0,0
RLHActive,1209,47774,2102690,45084,2100000,1209:=:1:::;,2690,2690,0,0,,Service class Ignored-16;Balance_Type match condition failed-45068;,Units,0,0
_pc_C_HardCapMinsNat100_PC,2550,3752,22512,1,6,2550:or:3#4#5#6:::;,3752,22512,1,6,,Subscriber relation missing-1;,State,0,0
_pc_C_HardCapMinsNat100_PC,2550,3752,22512,1,6,2550:or:7#8#9:::;,0,0,0,0,,Subscriber relation missing-1;,State,0,0
Poke SMS Active,2592,19,0,19,0,2592:=:1:::;,0,0,0,0,,Balance_Type match condition failed-19;,Units,0,0
_pc_C_HardCapMinsNat200_PC,2551,1837,11022,0,0,2551:or:3#4#5#6:::;,1837,11022,0,0,,,State,0,0
_pc_C_HardCapMinsNat200_PC,2551,1837,11022,0,0,2551:or:7#8#9:::;,0,0,0,0,,,State,0,0
_pc_C_HardCapMinsNat420_PC,2552,1642,9852,0,0,2552:or:7#8#9:::;,0,0,0,0,,,State,0,0
_pc_C_HardCapMinsNat420_PC,2552,1642,9852,0,0,2552:or:3#4#5#6:::;,1642,9852,0,0,,,State,0,0
_pc_C_HardCapMinsNat750_PC,2553,615,3690,0,0,2553:or:7#8#9:::;,0,0,0,0,,,State,0,0
_pc_C_HardCapMinsNat750_PC,2553,615,3690,0,0,2553:or:3#4#5#6:::;,615,3690,0,0,,,State,0,0
duduo RedeemedAmt,2512,33,150,33,150,2512:::::;,33,150,33,150,,Balance_Type Ignored-33;,Units,0,0
_pc_C_HardCapMinsNat900_PC,2554,104,624,0,0,2554:or:3#4#5#6:::;,104,624,0,0,,,State,0,0
_pc_C_HardCapMinsNat900_PC,2554,104,624,0,0,2554:or:7#8#9:::;,0,0,0,0,,,State,0,0
duduo FailCount,2513,32,0,32,0,2513:::::;,32,0,32,0,,Balance_Type Ignored-32;,Units,0,0
_pc_C_HardCapBIntPlus50_PC,2555,5,30,0,0,2555:or:7#8#9:::;,0,0,0,0,,,State,0,0
_pc_C_HardCapBIntPlus50_PC,2555,5,30,0,0,2555:or:3#4#5#6:::;,5,30,0,0,,,State,0,0
duduo NTelcoRdmd,2514,516,49700,516,49700,2514:::::;,516,49700,516,49700,,Balance_Type Ignored-516;,Units,0,0
_pc_C_HardCapBIntPlus100_PC,2556,2,12,0,0,2556:or:3#4#5#6:::;,2,12,0,0,,,State,0,0
_pc_C_HardCapBIntPlus100_PC,2556,2,12,0,0,2556:or:7#8#9:::;,0,0,0,0,,,State,0,0
_pc_C_HardCapInt25Bespoke_PC,2559,119,714,0,0,2559:or:3#4#5#6:::;,119,714,0,0,,,State,0,0
_pc_C_HardCapInt25Bespoke_PC,2559,119,714,0,0,2559:or:7#8#9:::;,0,0,0,0,,,State,0,0
Mar2Data1,3590,3684,1717534912,3684,1717534912,3590:::::;,0,0,0,0,,Balance_Type expired-93;Balance_Type lookup failed-3591;,Data,0,0
_pc_BusHybridInt2 _PC,3551,3,18,3,18,3551:::::;,0,0,0,0,,Balance_Type lookup failed-3;,State,0,0
_pc_BusHybridInt3 _PC,3552,4,19,4,19,3552:::::;,0,0,0,0,,Balance_Type lookup failed-4;,State,0,0
Mar2Flexi1,3593,3709,207077600,3709,207077600,3593:::::;,0,0,0,0,,Balance_Type expired-10;Balance_Type lookup failed-3699;,Time,0,0
_pc_BusHybridDataPromo1_PC,3554,3,3,3,3,3554:::::;,0,0,0,0,,Balance_Type lookup failed-3;,State,0,0
TPlus,3280,5000,5000,58,58,3280:>=:1:::;Plan-=-TouristPlus,4942,4942,0,0,,Lifecycle lookup mismatch-8;Subscriber relation missing-50;,Units,0,0
_pc_BusHybridDataPromo2_PC,3555,1,1,1,1,3555:::::;,0,0,0,0,,Balance_Type lookup failed-1;,State,0,0
Mar2FnFdu1,3596,3779,10962173700,3779,10962173700,3596:::::;,0,0,0,0,,Balance_Type expired-11;Balance_Type lookup failed-3768;,Time,0,0
BusHybrid Active,3514,14,14,14,14,3514:::::;,0,0,0,0,,Balance_Type lookup failed-14;,Units,0,0
FirstCallInd,3240,2576,2601,2235,2251,3240:>=:1:::;,2543,2601,2202,2251,,Lifecycle lookup mismatch-2;Balance_Type match condition failed-33;Balance_Type expired-2197;Subscriber relation missing-3;,Units,0,0
DlySocBndl2,3282,7560,986522304,3024,235774112,3282:>=:-99999999:::;,7560,932064352,3024,181419776,;5002-505;,Balance_Type match condition failed-738;Balance_Type expired-2286;,Data,-103616,0
BusHybrid CUG,3515,25,505302000,25,505302000,3515:::::;,0,0,0,0,,Balance_Type lookup failed-25;,Time,0,0
DlySocBndl3,3283,7881,1510625600,3225,352038368,3283:>=:-99999999:::;,7881,1453096032,3225,294508800,;5003-550;,Balance_Type match condition failed-983;Balance_Type expired-2242;,Data,0,0
BusHybrid NatMins,3516,12,21750000,12,21750000,3516:::::;,0,0,0,0,,Balance_Type lookup failed-12;,Time,0,0
DlySocType,3284,40202,69570,23129,40102,3284:=:2:::;,9959,19918,5892,11784,,Balance_Type match condition failed-22128;Balance_Type expired-1001;,Units,0,0
DlySocType,3284,40202,69570,23129,40102,3284:=:1:::;,18302,18302,9460,9460,,Balance_Type match condition failed-22128;Balance_Type expired-1001;,Units,0,0
DlySocType,3284,40202,69570,23129,40102,3284:=:3:::;,10450,31350,6286,18858,,Balance_Type match condition failed-22128;Balance_Type expired-1001;,Units,0,0
BusHybrid FlexiMins,3517,7,8484000,7,8484000,3517:::::;,0,0,0,0,,Balance_Type lookup failed-7;,Time,0,0
DlySocGrace,3285,29465,100881,29465,100881,3285:::::;,29465,100881,29465,100881,,Balance_Type Ignored-29465;,Units,0,0
BusHybrid Data,3518,12,5512998,12,5512998,3518:::::;,0,0,0,0,,Balance_Type lookup failed-12;,Data,0,0
BusHybrid DataPromo,3519,1,0,1,0,3519:::::;,0,0,0,0,,Balance_Type lookup failed-1;,Data,0,0
DlySocCount,3286,1857,1857,1229,1229,3286:>=:1:::;,1857,1857,1229,1229,,Balance_Type expired-1229;,Units,0,0
DlySocBndl1,3287,15725,1314539712,5824,322273856,3287:>=:-99999999:::;,15725,1209338752,5824,217072896,;5001-1206;,Balance_Type match condition failed-744;Balance_Type expired-5079;Subscriber relation missing-1;,Data,0,0
ICN Voice,3288,709611,495138,66369,158,3288:>=:-99999999:::;,709611,495138,66369,158,,Lifecycle lookup mismatch-1;Balance_Type expired-66364;Subscriber relation missing-4;,Units,0,0
ICN SMS,3289,505838,98208,82957,16,3289:>=:-99999999:::;,505838,98208,82957,16,,Lifecycle lookup mismatch-1;Balance_Type expired-82953;Subscriber relation missing-3;,Units,0,0
RechargeCardValue,761,124000,3047620,123996,0,761:>=:1:::;,4,3047620,0,0,,Service class Ignored-50;Balance_Type match condition failed-123493;Balance_Type expired-450;Subscriber relation missing-3;,Cash,0,0
General Cash,21,14488609,466441724962,83706,2018299422,21:<:0:!=:334:;,517961,-7853391480,110,-9624172,,SNA subs balance record ignored-16092;Service class Ignored-22387;Lifecycle lookup mismatch-44927;Balance_Type expired-78;Subscriber relation missing-222;,Cash,0,0
General Cash,21,14488609,466441724962,83706,2018299422,21:<=:1200240:=:334:;,10586,7005005,0,0,,SNA subs balance record ignored-16092;Service class Ignored-22387;Lifecycle lookup mismatch-44927;Balance_Type expired-78;Subscriber relation missing-222;,Cash,0,0
General Cash,21,14488609,466441724962,83706,2018299422,21:>=:0:!=:334:;,13943945,473073436467,67491,2027923592,,SNA subs balance record ignored-16092;Service class Ignored-22387;Lifecycle lookup mismatch-44927;Balance_Type expired-78;Subscriber relation missing-222;,Cash,0,0
General Cash,21,14488609,466441724962,83706,2018299422,21:>:1200240:=:334:;,12,1214674968,0,0,,SNA subs balance record ignored-16092;Service class Ignored-22387;Lifecycle lookup mismatch-44927;Balance_Type expired-78;Subscriber relation missing-222;,Cash,0,0
Zero Credit Calls,62,14554182,197845450,6150251,9949,62:>=:1:::;,8409067,197845450,5136,9949,,Service class Ignored-21995;Lifecycle lookup mismatch-44400;Balance_Type match condition failed-6083634;Subscriber relation missing-222;,Units,0,0
Zero Credit SMS,63,822117,979463,295028,1100,63:>=:1:::;,527624,979463,535,1100,,Service class Ignored-525;Lifecycle lookup mismatch-11;Balance_Type match condition failed-294491;Subscriber relation missing-1;,Units,0,0
Promotional Cash,22,223908,111658057,223793,0,22:>=:-99999999:::;,207804,110851269,207689,-806788,;1172-115;,SNA subs balance record ignored-16091;Service class Ignored-17;Lifecycle lookup mismatch-2310;Balance_Type match condition failed-205275;Balance_Type expired-100;,Cash,0,0
Bad Pin,23,12303669,87775540,12303669,87775540,23:::::;,12287564,87720692,12287564,87720692,,SNA subs balance record ignored-16092;Balance_Type Ignored-12225550;Service class Ignored-17441;Lifecycle lookup mismatch-44373;Subscriber relation missing-213;,Bad Pin,0,0
PSRPMR Free swaps remaining,64,172802,219144,172802,219144,64:::::;,172802,219144,172802,219144,,Balance_Type Ignored-172655;Service class Ignored-87;Lifecycle lookup mismatch-60;,Units,0,0
_pc_Youth,410,49,49,49,49,410:::::;,49,49,49,49,,Service class Ignored-1;Balance_Type Ignored-48;,State,0,0
Monthly Exp,24,591355,75230275666,584291,35309035,24:>=:1:::;,7081,75230242898,17,35276267,,SNA subs balance record ignored-16092;Service class Ignored-214;Lifecycle lookup mismatch-2570;Balance_Type match condition failed-465690;Balance_Type expired-99724;Subscriber relation missing-1;,Cash,0,0
Free SMS,25,14471676,13028,14471592,49,25:>=:1:::;SmsBndlType-=-1#SmsBndl1Recur-=-T,2,60,0,0,;1170-77;,SNA subs balance record ignored-16091;Service class Ignored-21956;Lifecycle lookup mismatch-44391;Balance_Type match condition failed-14388932;Subscriber relation missing-222;,SMSs,0,0
Free SMS,25,14471676,13028,14471592,49,25:>=:1:::;SmsBndlType-=-2#SmsBndl2Recur-=-T,1,1,0,0,;1170-77;,SNA subs balance record ignored-16091;Service class Ignored-21956;Lifecycle lookup mismatch-44391;Balance_Type match condition failed-14388932;Subscriber relation missing-222;,SMSs,0,0
Free SMS,25,14471676,13028,14471592,49,25:>:0:::;,85,192821211,1,49,;1170-77;,SNA subs balance record ignored-16091;Service class Ignored-21956;Lifecycle lookup mismatch-44391;Balance_Type match condition failed-14388932;Subscriber relation missing-222;,SMSs,0,0
Free SMS,25,14471676,13028,14471592,49,25:>=:1:::;SmsBndlType-=-2#SmsBndl2Recur-!=-T,2,60,0,0,;1170-77;,SNA subs balance record ignored-16091;Service class Ignored-21956;Lifecycle lookup mismatch-44391;Balance_Type match condition failed-14388932;Subscriber relation missing-222;,SMSs,0,0
Free SMS,25,14471676,13028,14471592,49,25:>=:1:::;SmsBndlType-=-1#SmsBndl1Recur-!=-T,2,59,0,0,;1170-77;,SNA subs balance record ignored-16091;Service class Ignored-21956;Lifecycle lookup mismatch-44391;Balance_Type match condition failed-14388932;Subscriber relation missing-222;,SMSs,0,0
MBBDiscount,499,21,0,21,0,499:::::;,21,0,21,0,,Balance_Type Ignored-21;,Cash,0,0
Global Zone,1672,2274282,4662547,36391,13,1672:>=:1:::;,2237904,4662547,13,13,,Lifecycle lookup mismatch-9;Balance_Type match condition failed-36357;Balance_Type expired-21;Subscriber relation missing-4;,Units,0,0
One Off Data,1633,29375,65866135450,17327,38398756294,1633:=:2306867:::;,2558,5900965786,802,1850107334,,Service class Ignored-4;Balance_Type match condition failed-17100;Balance_Type expired-223;,Units,0,0
One Off Data,1633,29375,65866135450,17327,38398756294,1633:=:409600:::;,16339,6692454400,10700,4382720000,,Service class Ignored-4;Balance_Type match condition failed-17100;Balance_Type expired-223;,Units,0,0
One Off Data,1633,29375,65866135450,17327,38398756294,1633:=:1048576:::;,5539,5808062464,3215,3371171840,,Service class Ignored-4;Balance_Type match condition failed-17100;Balance_Type expired-223;,Units,0,0
One Off Data,1633,29375,65866135450,17327,38398756294,1633:=:26214400:::;,1130,29622272000,822,21548236800,,Service class Ignored-4;Balance_Type match condition failed-17100;Balance_Type expired-223;,Units,0,0
One Off Data,1633,29375,65866135450,17327,38398756294,1633:=:5242880:::;,3330,17458790400,1309,6862929920,,Service class Ignored-4;Balance_Type match condition failed-17100;Balance_Type expired-223;,Units,0,0
NPP Promotional Data,1634,241,449105920,0,0,1634:>=:-99999999:::;,241,449105920,0,0,;5064-71;,,Units,0,0
RoamingDataMonthlyB,1360,20,0,0,0,1360:>=:-99999999:::;,20,0,0,0,;5051-20;,,Cash,0,0
_pc_RoamDataWeeklyB_PC,1361,1,2,1,2,1361:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-1;,State,0,0
PAYG Promotional Data,1635,5324,6449080640,635,552065423,1635:=:5242880:::;,518,2715811840,22,115343360,,Balance_Type match condition failed-592;Balance_Type expired-43;,Units,0,0
PAYG Promotional Data,1635,5324,6449080640,635,552065423,1635:=:409600:::;,2159,884326400,370,151552000,,Balance_Type match condition failed-592;Balance_Type expired-43;,Units,0,0
PAYG Promotional Data,1635,5324,6449080640,635,552065423,1635:=:122880:::;,428,52592640,4,491520,,Balance_Type match condition failed-592;Balance_Type expired-43;,Units,0,0
PAYG Promotional Data,1635,5324,6449080640,635,552065423,1635:=:1048576:::;,1644,1723858944,142,148897792,,Balance_Type match condition failed-592;Balance_Type expired-43;,Units,0,0
PAYG Promotional Data,1635,5324,6449080640,635,552065423,1635:=:2306867:::;,448,1033476416,53,122263951,,Balance_Type match condition failed-592;Balance_Type expired-43;,Units,0,0
PAYG Promotional Data,1635,5324,6449080640,635,552065423,1635:=:15728640:::;,0,0,0,0,,Balance_Type match condition failed-592;Balance_Type expired-43;,Units,0,0
PAYG Promotional Data,1635,5324,6449080640,635,552065423,1635:=:307200:::;,127,39014400,44,13516800,,Balance_Type match condition failed-592;Balance_Type expired-43;,Units,0,0
SocialBundleData,1320,1277128,26847338240,1211141,21350368,1320:>=:-99999999:::;,1277128,21612397376,1211141,-5213321664,;6000-74;,Lifecycle lookup mismatch-1;Balance_Type match condition failed-1072466;Balance_Type expired-138671;Subscriber relation missing-3;,Units,-269312,0
_pc_SocialBundleActive,1321,81652,411931,15737,16441,1321:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-15550;Balance_Type match condition failed-82;Balance_Type expired-105;,State,0,0
_pc_SocialBundleActive,1321,81652,411931,15737,16441,1321:or:3#4#5#6:::;,66062,396372,147,882,,Periodic Charge is not active-15550;Balance_Type match condition failed-82;Balance_Type expired-105;,State,0,0
SMS Bundle Count,1636,8,390,8,390,1636:::::;,8,390,8,390,,Balance_Type Ignored-8;,Units,0,0
_pc_SocialBundleGrace,1322,46165,120084,21334,21399,1322:or:3#4#5#6#7#8#9:::;,24866,98841,35,156,;91-24831;,Periodic Charge is not active-21219;Balance_Type match condition failed-24;Balance_Type expired-91;,State,0,0
MdataExpiryExtWhiteList,1323,23011,33640,1,2,1323:>=:0:::;,23011,33640,1,2,,Service class Ignored-1;,Units,0,0
PostCall,1324,7851833,11494471,609664,393,1324:>=:1:::;,7242562,11494471,393,393,,Service class Ignored-379;Lifecycle lookup mismatch-22;Balance_Type match condition failed-608912;Balance_Type expired-326;Subscriber relation missing-25;,Units,0,0
WelcomeMin,1325,57045,69459164,51800,12074700,1325:>=:1:::;,6409,69459164,1164,12074700,,Lifecycle lookup mismatch-2;Balance_Type match condition failed-49889;Balance_Type expired-1909;,Time,0,0
CreditAdjustBlock,1326,76,0,76,0,1326:>=:1:::;,0,0,0,0,,Balance_Type match condition failed-76;,Units,0,0
IDDBundle,1328,145,0,145,0,1328:::::;,145,0,145,0,,Balance_Type Ignored-145;,Time,0,0
IDDBundleWhiteList,1329,34926,0,34926,0,1329:::::;,34926,0,34926,0,,Balance_Type Ignored-34926;,Units,0,0
StartStopState,2672,1515803,9551732,1508566,9530752,2672:or:1#2#3:::;,7237,20980,0,0,,Lifecycle lookup mismatch-1;Balance_Type match condition failed-1508563;Subscriber relation missing-2;,Units,0,0
FUT,2632,5,4,5,4,2632:::::;,5,4,5,4,,Balance_Type Ignored-5;,Units,0,0
StartStopCount,2673,40980,82612,27850,54631,2673:or:1#2#3#4#5:::;,40979,82606,27849,54625,;5068-8737;,Balance_Type match condition failed-1;Balance_Type expired-27849;,Units,0,0
StartStopTime,2674,84737,390268886,67696,28146000,2674:>=:-99999999:::;,84737,360730886,67696,-1272000,;5068-7530;,Balance_Type match condition failed-48132;Balance_Type expired-19564;,Time,-120000,0
_pc_GCCWeeklyBundle,2320,42,154,24,46,2320:or:3#4#5#6:::;,18,108,0,0,,Periodic Charge is not active-24;,State,0,0
_pc_GCCWeeklyBundle,2320,42,154,24,46,2320:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-24;,State,0,0
_pc_StartStopAutoStop_PC,2677,33022,108338,22453,44924,2677:or:3#4#5#6:::;,10627,63742,58,328,,Periodic Charge is not active-20821;Balance_Type match condition failed-1009;Balance_Type expired-623;,State,0,0
_pc_BCPNatCUG106_PC,2050,2,7,1,1,2050:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-1;,State,0,0
_pc_BCPNatCUG106_PC,2050,2,7,1,1,2050:or:3#4#5#6:::;,1,6,0,0,,Periodic Charge is not active-1;,State,0,0
MonthOneOffAll,2010,804,3468800,802,0,2010:>=:-99999999:::;,804,3468800,802,0,;3028-1;,Balance_Type match condition failed-67;Balance_Type expired-735;,Data,0,0
_pc_PCZingerGrace,2092,1460,3149,1456,3125,2092:or:3#4#5#6:::;,338,2028,334,2004,;91-4;,Periodic Charge is not active-1121;Balance_Type match condition failed-334;Balance_Type expired-1;,State,0,0
_pc_PCZingerGrace,2092,1460,3149,1456,3125,2092:or:3#4#5#6#7#8#9:::;,338,2028,334,2004,;91-4;,Periodic Charge is not active-1121;Balance_Type match condition failed-334;Balance_Type expired-1;,State,0,0
_pc_BCPNatCUG108_PC,2052,3,8,2,2,2052:or:3#4#5#6:::;,1,6,0,0,,Periodic Charge is not active-2;,State,0,0
_pc_BCPNatCUG108_PC,2052,3,8,2,2,2052:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-2;,State,0,0
WeeklyOneOffAll,2011,81,0,81,0,2011:>=:-99999999:::;,81,-48544,81,-48544,,Balance_Type match condition failed-9;Balance_Type expired-72;,Data,0,0
ZingerGrace,2012,1085763,11916,1085763,11916,2012:::::;,1085763,11916,1085763,11916,,Balance_Type Ignored-1085761;Lifecycle lookup mismatch-1;Subscriber relation missing-1;,Units,0,0
_pc_BCPNatCUG109_PC,2053,52968,310182,1529,1548,2053:or:7#8#9:::;,0,0,0,0,,Periodic Charge is not active-1524;Balance_Type expired-2;Subscriber relation missing-3;,State,0,0
_pc_BCPNatCUG109_PC,2053,52968,310182,1529,1548,2053:or:3#4#5#6:::;,51443,308658,4,24,,Periodic Charge is not active-1524;Balance_Type expired-2;Subscriber relation missing-3;,State,0,0
RecurrentService,2014,7023,84715,335,3138,2014:=:15:::;,114,1710,8,120,,Balance_Type match condition failed-330;Balance_Type expired-5;,Units,0,0
RecurrentService,2014,7023,84715,335,3138,2014:=:14:::;,770,10780,25,350,,Balance_Type match condition failed-330;Balance_Type expired-5;,Units,0,0
RecurrentService,2014,7023,84715,335,3138,2014:=:26:::;,34,884,2,52,,Balance_Type match condition failed-330;Balance_Type expired-5;,Units,0,0
RecurrentService,2014,7023,84715,335,3138,2014:=:24:::;,26,624,3,72,,Balance_Type match condition failed-330;Balance_Type expired-5;,Units,0,0
RecurrentService,2014,7023,84715,335,3138,2014:=:2:::;,319,638,49,98,,Balance_Type match condition failed-330;Balance_Type expired-5;,Units,0,0
RecurrentService,2014,7023,84715,335,3138,2014:=:28:::;,7,196,1,28,,Balance_Type match condition failed-330;Balance_Type expired-5;,Units,0,0
RecurrentService,2014,7023,84715,335,3138,2014:=:4:::;,75,300,16,64,,Balance_Type match condition failed-330;Balance_Type expired-5;,Units,0,0
RecurrentService,2014,7023,84715,335,3138,2014:=:13:::;,5266,68458,168,2184,,Balance_Type match condition failed-330;Balance_Type expired-5;,Units,0,0
RecurrentService,2014,7023,84715,335,3138,2014:=:3:::;,357,1071,54,162,,Balance_Type match condition failed-330;Balance_Type expired-5;,Units,0,0
